reference,prediction_lm,prediction_ctc,wer_lm,cer_lm,wer_ctc,cer_ctc,audio_path
যাইগা। কই যাইতান আবার? ছাদো যাই। আতো কি বানছুইন?,ইঋৌটেজাৎ ইছইঙোন াদ আঙো ৌি বাইনচুন? আরৌ,ডেইএই একটেডা। । ইছইতোনো বাদে। আতো কি বাইনচুন?? আরএকে,1.0,0.7291666666666666,0.8888888888888888,0.7291666666666666,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0038.wav
বেয়াইনের লগে কি আলাপ করলাইন? এইতা বিষয়ে জানলাম। চামড়ার বুলে এইডা। হ। আরে আমার এক চাচাত্তো নাম কইতারি না দেহুনছে কি ঝামেলা। এইডা মনয় বানায়া নেওয়া,"দিশ :া্া ঙ ৌ? ছাঅ্া বি্ে ঋাৎ তৎ আছে আঅার ঋৌছঙ""ঙ ফয়া দি নাঅ ৌটিইন াঅবািঋৌি যাঅেন্া? ঋ াে্ ্াা","াই াককুা দিশ জান লাগন তে এলাটাকি? ছামলাত বিলে এইযা। হ। আছে আমার এক ছ্ত্ত ফোয়া দিন, নাম কটিইন ছামবাজি এ কি যামেনলা? এা তে নামাানে বাল লাইজ্জা।",1.0,0.7466666666666667,0.9230769230769231,0.6266666666666667,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0039.wav
"দ্যায়ামনে রাত্রে অ্যা? এ আয়ছ না ক্যারে? যা আনায়াম বুজা এ রিফাত, রাকিব্বা, আমি, তুই আর ক্যাডা ক্যাডা গ্যাছলামরে? এনে আর আন্টি আইতো না। বুইজ্জা চালায় যে। সিক্রেট বিষয় আছে ব্যাডা।","দেঅ""নে র? ত আসারেৎ যা নাঅ, গু:াছাৎ  নস""ঠইনৎ ঋ ্ইবা যা ৌি""বা আঅি ঙুআৌেরে  গেস্াঅ গ ইটা আস্াঅ বুই""  ৌ ফিছে বেজাৎ","দেম্নে রাতরে? হ আসসারে। যা নাইমি, গুজাছে যগুবা।   এনতি নুস্ঠইন। এ লইবা যা কিব্বা আমি তু আযে কেরে গাে গেসলাম গেছছে এনো আই্টা আইসলাম নে বুই্া ছাা কেট ফিশর আছে বেডা।",0.967741935483871,0.7182320441988951,0.9354838709677419,0.6022099447513812,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0040.wav
দেকতে অইবো। যেহেতু ছবি তুইল্লালচে। হেই উট। নেন। অ্যা? মামা ক্যাডা? এই মিয়া মই সরাও। কিতা করে।,"ত""াউই নাইৎ তযাদি",হ্াউই নাই। হযাদেনি,1.0,0.8936170212765957,1.0,0.8829787234042553,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0041.wav
"মেয়েলি বেফারে আফনে আইলেন কের লাইগা? কি? মেয়েলি বেফারে আইলেন কের লাইগা? কি? নাহ। বন্ধু রে আমি কইছি না, বন্ধু না না আমারে লয়াইতো ঘুরবাইন আফনে তো।","ই্বি ফৌি? ঙুঅিই্িবিফর ৎ নাৎ  আঅার বাই""ো খছে আঅিৎ ন না না, আঅারে ্ইঙো গুরবা অ","ইলবি ফরাকি? তুমিই লিবিওফরে আছে। নাহ। ত। ম আমার বাইট্তো খানছে? আমিকনি। বুনা না না, আমারে লইযতো গুরবার নাম।",0.9629629629629629,0.7123287671232876,0.9259259259259259,0.6575342465753424,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0042.wav
"হাই ভিউয়ার্স, আমরা অনেক দূরে আসছি ঘুরতে। নাইমকে মাঠে নামিয়ে দিয়ে আমরা ডানদিকে চলে আসছি। অইলোনাতো তোর কন্টেন্ট। উডাইলো উডাইলো উডাইলো। ফাচশো টেহা দামের কামলা এই ছবি তুলতে। ফাচশো টেহা দামের কামলা, কের ছবি বেডা? এইডা আমি চশমা ফিন্দা ছবি তুলছি না। ফাচশো টেহাদেয়া কামলাই লইছি ছবি তুলার লাইজ্ঞা। হ ঠিকাছে। অহন ছবি তুল সুন্দর হইরা। খেতো নামাই দিছি, তোর লগে বন্ধুরা মজা লইতো না। খেতো নামায়া দিছি, ছবিইত্ত তুলব। হেই নাইম, নাইমের টেহা, হেইযে ছবি তুলতাছে, হেইযে খেতো কামলা, অহন টান দিতাছি উডনের লাইজ্ঞা। উড।","আঅরা থনেৌঙে নানৌে অাট না আঅরা টান উজাই্ে উজা্ে লাশ টেতা দাবার া যেঅন  ছবি ঙু্ঙে লাশশো টোদাঅা ৌাঅাৎ ঋর ছবি ব""যজাৎ ইজ আঅি ছনিঙা ছবি ঙু্ঙি নাৎ লাশশো টেতা  ৌাঅ্া বেছি ফ্ঙে ছবি ঙ্ার ্াই:""ঞাৎ ত িৌআছেৎ আর ছবি ঙ্ সুন""দর খঙঙর ্গে অু বন""দ নাঙনাৎ খেঙ না অ দিছিৎ্ তেইযে খেঙ ৌাঅ্া থতন টান দিঙাছি ধজাঅের ্াইগ া","আমরা অনেরকছি করতে, নাইন কে মাট নামিলি আমরা টাননি উডাইলে উডালেউ পাশশো টেহা দাবাই়ের কা রাতা, যেমন ক  ছবি তুলতে পাশশো টেহাদামাইের কামলাল। এর ছবি ব্যাডা। এইডে আমি ছ মন নিতা ছবি তুলতি না। পাশশো টেহা দয়া কামলা বেছি ফলেতে ছবি তলার লাইজ্ঞা। হ ঠিক আছে। আর ছবি তুল সুন্দরে। খেত নাতর লগে মু বন্দু না ম লতো না। খেত না মাই দিছি। ি ত  ম তুল। হেইযে খেত কামলা অহন টান দিতাছি ওড়া মোর লাইগ্ঞা",0.9418604651162791,0.636,0.8488372093023255,0.472,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0043.wav
"টাওয়ারটি দেখলে ফরিচয় অয়া যায় এইডা আমরা এলাকা। আল্লাহ না লাগলে থামায়া দেম। মুশারপ ছবি গেছে? ভিডিও গেছে? হ। হ্যাঁ? হ। আমার দিন। কি আন্নেরে বাইত গিয়া হোয়াসসেপে দেমনে ভাই। হ আইচ্ছা ঠিকাছে। আমি তো হোয়াসসেপে হোয়াসসে দেমনে। বিডিও আপ্লোড কইরালছছনি? আরে কের বিডিও আপ্লোড কইরালছি? গেছছ নি, দেখছেন? গেছে মনয়। কি? তর এইনো গেছে মনয়। এই নাইমের এইনতে ছবি নেম কিভাবে? আমার এইনতে হোয়াসসেপে, নাম হের নাম্বার লয়ালাইন তেইতো অয়। হের লগে আম্নের হোয়াটসেপে এড আছে না? সবার এইনো এড আছে। নাইমের লগে এড নাইগা মুশারফ","টাধয়াটি দেৌ্ে ফরছঅব ঋ্াৌাৎ আ্া, না ্া্ে অে দেনৎ অ: ছবি গেছে ে? তৎ ত""যাূ? ত সেই:ে আঅার দিনৎ ৌি আন""নে বাইটগা ধসাইদন দান বাইত আই:া টিৌেই আঅনে ঙো তৎ ধ বিজি আ ৌ়ছসনি?ে আরেৌে বিজি তিৎ ছ নান? ত? গেছে অনয়ৎ ঙরো গেছে য়ন আঙো নাঅঅার ্ইয়াা দ ৌনে রছ জ আছে?সবয","টাওয়াটি দেকলে ফরিছয ম বা এলাকা। আল্লা, না লালে তমরে দেন। মজা ছবি গেছে  গেছে? হ। হ্যাঁ? হ সেইজে আমার দিন। কি আন্নে বাইটগা ওাসছা ইদিইন দান। বাই। হ, আইচজা টিকেইে আমনে তো হছ। ওযছা। বিডি আপে কয়ছাস নি?নে আরেক্কে আ বিডি হাপড কি্টি।  গেছছো নাছন? হ? গেছে মনয়। তরনো গেছে ময়   নে দরে। আমে নতো ওছা নাম্মার লইয়া ান দেত।  কেমনে রছি হেডে আছে না? সবইয় যে ে া",0.9540229885057471,0.679920477137177,0.8390804597701149,0.5228628230616302,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0044.wav
"হে আমার লগে, আমার লগে দেহা অইবো। তে তো মুশারফের অইবো","ছে রাইট ফ্েঋ, তে আঅার ্গে দেয়া আঅার ্গে তে দেয়া থইবোৎ  ঙো ঙো অসর ইবে রে দে়াই্ইবো","আছে রাইট পফইলেএ, হে আমার লগে দেয়া, আমার লগে হে দেয়া অইবো। ব। তো তো মসর হইবে দইরে দেয়াইলাইবো।",1.5454545454545454,0.9423076923076923,1.1818181818181819,0.9807692307692307,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0045.wav
আম্নে কিচ্চু দেহুইন না। হ্যাঁ?,"গেৎ আঅনে ৌিচ""ঙা দিধান নাইিৎা ত""যাূ?",ইগে। আমনের কিচ্তা দিওান নাইি।া হ্যাঁ?,1.2,0.7,1.0,0.5333333333333333,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0046.wav
রইছে? অইয়ো। কতখানি অইছে? আধকানি খেত। কুহানো? বিলো। বিলো রইছে অহনো খেত? হাইয়ো? কুহান্দা? হেইন্দা। কাঁচা না ফানহা? একটু কাতা কাতা,রইছেবত ছছেৎ ৌোতানো?ি্ বি্ রইছে  না ৌের? যৎ ৌোতান দিয়া?ৎঙ ৌাচানাতান নাৎ  আূা,রইছে? াবহা ছেছে? কোহানো?বিললা। বিল্ রইছে অও না কের? য। কোহান দিয়া? া।ত কাচা নাহান না। আা আঁা,0.9523809523809523,0.6434108527131783,0.9523809523809523,0.5426356589147286,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0047.wav
"কাঁচা? কাতা। ও লাস দেলছুইন? লাস কি এইডাই? আইয়ো। লাসতো এইনে কেরে, গরু নাইগাতো, বেইচ্চালতারবাইন।এই জাহাঙ্গীর ভাই, মন দেহা যায় আছে। মৌনং সম্মতির লক্ষনং। আইয়ো","ৌাচা? ৌাচাৎ থ ত ্াট দাই্চুইন? স ৌেৎ ্া"" ৌে যাই? তয়ৎ ্াটে গরু নাইগে ঙৎ বেইচ""চা্ ফারা্াবাইনৎ আ ্ আয়ো",কাচা? কাচা। অ। হ। লাট দাইলচুইন? লা্স কেি। লাস্ কেই যাই? হয়ো। লাস্টআমনেক গরু নাইগেই তো। বেইচ্চাল ফারালাবাইন।।।? হ আে সি লট । আয়ো।,1.0,0.6496815286624203,1.0,0.5668789808917197,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0048.wav
"মতিউররে আফনে ছাইরা দেম, ইয়া, বে ফরলে আম্নে ছাইরা দেম একটা। দাদা ছাইরা দিব আমারে। ছাইরা দিতাইন না?",দার ঙারেৎ াে আঅি ছািদ ধা্ে   সাজ দিব আঅারেৎ শািঙাইন না?,দো রে তারে।  াড়ামুতোরে আমি ছাি দি এ েওালে আি । বো সাড দিব আমারে। শাডিতাইন না?,0.8888888888888888,0.6224489795918368,0.8333333333333334,0.5510204081632653,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0049.wav
"ছাইরা দেম। বাতাস এবার বেশি না? না কম? বাতাস তো বেতিই। বেশি? হ। ও, গরু কিনতাইন না?",বাঙাসে বেশি না না ৌঅ? বেশিৎ ত তধৎ গরুর ৌিনঙান না?,বাতাসে বেশি না না কম? বেশি। হ হও। গরুর কিনতান না?,0.8235294117647058,0.5679012345679012,0.7647058823529411,0.4691358024691358,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0050.wav
"গরু বাছুর কিনতাইন না? গরু টেহা ভইরা, টেহাতা উডায়া লই। কবে তুলবাইন? এইতো টেহা দেলবো কয়দিন ফরে। ও। টেহাডি তুইল্লা ফরে, কয়দিন ফরে তুলবাইন? এইতো কয়দিন ফরে।",গরু বাছু ৌিনঙাইন না? গরু অাটাটান টো ফরে টেতাো উজায়াদেইৎ ৌয় ঙু্বাইন? েতা বা ধৎ ফজ়:ন ফ ঙু্বই?,গরু বারছু কিনতাইন না? গরু মাটাটান টেহা ফরে টেহা তো উডায়াদেই। কয় তুলবাইন? েহা তাহাা বাই। ও। ফড়জন ফা তুলবাইন?,0.8888888888888888,0.6193548387096774,0.7407407407407407,0.535483870967742,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0051.wav
"হ্যাঁ? তেন টেহা থয়া কতা বলবা? টেহা লাগাইছুইন? হইয়ো। হ্যাঁ? হইয়ো। কয় মন ধান? চাইর মন। চাইর মন ধান এককানি খেতে, দশমন ধান না?","ত""যাূ?  টান""ঙিে ৌঃা ৌনবাৎ অনদ় ্াগাইছুইন? যৎ ত""যাূ?  ৌয়অুযা? ছাইরঅন দা নিরৌন াৎ ঋৌ""ৌান গিযা ে শঅন দান না",হ্যাঁ? গমতা টান্তিতে কথা কনবা। মান কিদিয়া লাগাইছুইন? হয়। হ্যাঁ? হ কয়মু যা? ারম। ছাইর মুন দা নিরকন আা। এক্কান গিযা ে  শমন দান না,1.0,0.5714285714285714,0.9166666666666666,0.5,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0052.wav
"আইন্নেরে কয়মন দিব? চাইরমন দিব। চাইরমন দিত কেরলাইজ্ঞা? কম ই দিব। কত দিছো পঞ্চাশ হাজার? হ। তে তো ফঞ্চাশ হাজার দিয়া ফঞ্চাশ আমারে লজেন দেও। দেমনে, দুহান খুললে দেমনে। না দুহান খুললে তরে লজেন দেমনে হ্যাঁ?। তরে তো কইছি লজেন দেম","আন""নে ৌয় অন ঙব? াঅঙই াই:""াৌদিছ ফচা:া? তঙ ফসেছে েফ""চা দেঅ""নেৎ দুতানৌু্া দেঅনেৎৎ দুতানৌু্া ঙো ্য়া দেন দাঅ""নে? ত""াূ? ৌসে আ""যাঙাঙা ঙরে দো দেঅ ঙো ৌইছি ্যতা:ান দেঅৎ","আন্নে কয় মন তোব? সামন তা ই লাইজ্া। কত দিছু ফাইনচা আজা? হেত ফানসেশ আছে টেহা ফ্চারে।। দেম্নে। দুহান কুলা দেমনে।দুহনক। দুহানকুইলা তো লয়া দেন দাম্নে? হ্যাঁ? কসে আই্যাতাি, মতিাা। তরে দো দেম তো কইছি লোযহাজান দেম।",1.0,0.7117117117117117,0.9024390243902439,0.6081081081081081,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0053.wav
"না অহন। লজেন দ্যায়াম। দুহান খুললে লজেন দ্যায়াম। না। মাহিন, মাহিন তরার ফরিক্কা শ্যাষ? হ। হ্যাঁ? হ। এই কি ফরিক্কা অইছে? দইরা তাতারি যাতা দে। তর কালহে কি ফরিক্কা অইছে।","নাৎত ্:েন দে, দুয়ান ৌই্ে ্:ন দেৎ অাতিন ঙরা ফরিৌ""ৌা শেষ? তৎ ত""যাূ? ঋই ৌি ফরিৌ""ৌা থইছি ত ঋইবে যাঙাদি যঙারি যাঙাদিৎ ঙর আ যের ৌি ফরিৌ""যা থইছি?","না।হ। লজেন দে, দুয়ান কইলে লজান দে।ি মাহিন তরা ফরিক্কা শেষ? হ। হ্যাঁ? এইডা কি ফরিক্কা অইছি হ, এইবে যাতাদি যতারি যাতাদি। তর আইজের কি ফরিক্যা অইছি?",1.0,0.5903614457831325,0.7333333333333333,0.39759036144578314,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0054.wav
"বাইংলা ফরিক্কা আউজ্জা। কালহা অইছে ইংলিশ। শুন, তরার বাহাত দু ইয়ো গাছ আছে। মেতি, মেতি, মেতি কায় হেই দুহান অহন। নাই হ্যারার দুহানো। তাতাড়ি যা। হেইডা, হেইডা। সব আইয়া একবারে এনো মেতি কাইতাছে। মাহিন কালহা ফরিক্কা আছে? নাহ।","বাং্া ফরিৌ""ৌাই::ৎ ৌারয় আইছে নে নেবেল""যি অে"" েঃঙি খাছে অনৎ না, ঋর বাদ""দু তেনানৎ ঙাঙে যা তইজাইজা  ৎঅ ৌার ত ফরৌ""যাছে? নাৎ","বাংলা ফরিক্কাইজজা। কারয়া আইছে নেনে? ক আবাযাওকাতত মেত্যি মেত্য মেথ্তি খাছেরে মন। না, এর বাদ্দু হেনান। তাতে যা হেইডা এইডা বােথ্ । মােন কার হযা ফরক্যাছে? না।",1.0,0.7045454545454546,1.0,0.5545454545454546,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0055.wav
কালহা অংক ফরিক্কা। কালহা অংক ফরিক্কা? হ। সবারেই? হ। ওহ আইচ্চা। সবারেই। দুহান খুল্লে কাওয়াইয়ামনে?,"ত""যাূ? ৌা্ান ৌফা ৌা? সবারেই? ধ, আইচ""চছাৎ দোতান ইর্ ৌাধয়াই াঅনেৎ","হ্যাঁ? কালান কফাই কা? সবারেই? ও, আইচ্চছা। দোহান ইরল কাওয়াই ামনে।।",0.9333333333333333,0.6020408163265306,0.9333333333333333,0.5102040816326531,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0056.wav
"অহন দুহান বন্দ অহন খাওয়াইয়াম কেমনে? না, কইছি না। কইছি তো খাওয়াইয়ামই। এইযে, এইযে ফক্কির ছাউ। কই? এই যে ফক্কির ছাউ। দুহান খুল্লে খাওয়াইয়াম তো। এই ছাউ আমার। কিরে বিলো মাছ টাছ আছে মারুন যাইবো? হ্যাঁ? বিলো তো আমি গ্যাছি না। ওই ছযাড়া কহনে গাছো উডাইয়া দিবা? ফক্কির, ফক্কির ছাউডা পাইরা দেও। কুন গাছো, কুন গাছো?","তন দুতানবন""দতন খাধয়াঅ ৌ""যাঅনেৎৌই ৌইছে ঙ ৌাধয়ায়াঅ ঋইজে ঋই়ে ফৌ""ৌি চাধ?নিদে ফৌ""ষি চয়ৎ দুতানুরৌি্যা খাধয়াইয়াঅ ঙোৎ দ বি্া অছাছে অারুন রাবোৎ ত""যাূ? দিবা ফৌিৎ ফোৌ""ৌে ছাধয় দা খাইবাৎ ৌুন গাছ? ৌুনু গাছো?",অহন দুহান বন্দ হন খাওয়ামি ক্যামনে।কই। কইছে তো কাওয়াইয়াম। এইডে এইয়ে ফক্কির চাও়? নিদে ফক্ষি চয়। দুহানুর কিল্যা খাওয়াইয়াম তো।ও দেে বিল্লা মাছ ছাআছে মারুন রাবো। হ্যাঁ? খা়মেে দিবা। ফোটকি। ফোক্কে ছাওয়া দা খাইবা। কুন গাছ? কুনু গাছো?,0.9821428571428571,0.6096774193548387,0.8035714285714286,0.45161290322580644,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0057.wav
"কয়জন ফরছে? এইযে এইলারে জিগা। এইলান দিবো নে। ওইদ্দিয়া, ওইদ্দিয়া, ওইদ্দিয়া। ফক্কির ছাউ দিবা নি? নিতো গা? হেই গাছ রোকেয়ার চাল দিয়া থমুনি চাও। হেই যা রোকেয়ার গর দিয়া ফক্কির ছাউ বলে আছে? এইডা রোকেয়ার চালডা। হেই বাসাত দেই গা।","ইযে ্া :িগাৎ ঋই""্া দিদিবোইনৎউইা উাৎধ ৌিছার দিবানি তিঙো গা? তেখার ্ৌ""খাজা ঙধৎ তজৌে ্ৌ""খাজা ৌয় াধ ব্ে আছেছ ্ৌ""খা ঙান""জাৎ তেবাজা :িগাৎ","এইয এ যে এইলা জিগা। এই্লা দিদিবোইনে। উইদগা, উগা । ও কিছারা দিবানির হিনতো গা? হেখার লক্খা টান্ডাতা তাও। হেডকে লক্খাডাড কয়াে তাও বলে আছে। কছা লক্খা তান্ডা। হে বাডা জিগা।",0.975,0.6842105263157895,0.925,0.5350877192982456,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0058.wav
"এইডা আইন্নেরার গাছ দু। গাছ দু আইন্নেরার। নেউগ্যা গাছ নেউগ্যা। ফক্কিডা নিতোগা এইডা? আযান ফইরা যাইবো। কাশ কইরালচে। এ মাইন্না ফারিছ না, ফারিছ না। ফালতারতে না।","আইন""নো গাছ দুৎ গাছ দো আইন""নেরাৎ  নেগো গা নোৎ গা ? ঋৌাদ ৌইরি আইট""টাৎ ঋফাই""না ফাজ়িঙ নাই, ফাজিঙ না ফা্ঙারঙে না?","দেআইন্নেরা গাছ দুই। গাছ দো আইন্নেরা। এ নেগো গা নেগা।  নতগা ক? এ কাদ কইরি আইট্টা। এ ফাই্না ফাড়িত নাই, ফাডিত না ফালতারতে না?",0.9230769230769231,0.4967741935483871,0.8461538461538461,0.41935483870967744,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0059.wav
"আরে পালতারতে না। ফারিছ না। ওইদ্দিয়া, ওইদ্দিয়া। আরে ফাহি নেইগ্যা। যে যার আছে ছাউ নেইগ্যা যা। নেগা। কি করতাম হাইরি টাওনো সুক নাই।","আরে ফা্ঙারঙে না ফারিস না? খইদগা, খইদগাৎ আরে ফারিনাইগা চারনাই""ঞা যাৎ যাে","আরে ফালতারতে না ফারিস না? খইদগা, খইদগা। আরে ফারি নাই্গাছ চার নাইগ্ঞা যা।  যা ে",0.9130434782608695,0.6046511627906976,0.8695652173913043,0.5271317829457365,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0060.wav
"হওর বাইতে, হওর বাইত গেছলে? বুসেন মুরুব্বি খালি কইরা যাইন। আইন্নের হাতো মুসলা। আরে উটতারতে না। ফইরা যাইবে। ওইযে ওইদ্দিয়া, আমরার কাডো হুইত গিয়া। তর বাফ, তর বাফে আমারে বহা দিবো। ফিজো থ গা, ফিজো থ গা,ফিজো থ গা। বহা দিতোনা। তর বাফেরতে আগে অনুমতি লইগ্যা।",ফা গেছ ঙরঙে ন ফরে ফ না আঅরা গা তইগার বাফে আঅার বতা দিব ঋই দে ঙর বা চবাবিেবা  দা  আগে ন ৌটু ্াইগাৎ,ফবাতে  গেছে আরে ুতারতে না। ফরবেে ফর়াা খই্না আমরা গাে হইট্গা।তর বাফে আমার বহা দিবো এই়ে দেযে ত ফিজে তর বাপ চ়রবাতবিচে চবা ব র া র বাদা বনো আগে মুন কটু লাইগগা।,0.9782608695652174,0.74,0.9565217391304348,0.64,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0061.wav
"তর বাফের এনতে আগে অনুমতি লইয়াইগ্যা যা। অনুমতি আমার এনতই লইছি। গিয়া তর বেফেরে জিগাইকগ্যা যা, আব্বা গাছো উটতাম? ফক্কির ছাউ ফারতাম? না। আম্মা কইছে। তর মাও কইছেনা। মিছা কছ ক্যারে? না কইছে। আমি তো ফুরাইয়াই দিছি। জ্যাডারে কইয়া দিছি না? জ্যাডারে কইছে, জ্যাডা তো কইছে ফক্কির ছাউ তরে নিতো।","ঙোর বাফেরেন ঙাৌে  দু্ :যান আঅ""অাজেৎ যেঙর বাজ়িত আব""বা গাছ ফজ়ঙা ফৌ""ৌে ছাফারঙাঅ নাৎ আঅ""অা ৌছে া ৌইছে না, অ দেছে আঅা ঙো ফুরায়া দিছি, যোরা ৌইদিছি না যরা ৌইছে যেো ৌইছেফৌ""ৌি ছায়","তোর বাফেরেন তাকে উমনু দুইল জ্যা। এনম আম্মাডে । যেেতর বাড়ি দেহা ্ি আব্বা গাছ ফড়তা, ফক্কে ছাা ফারতাম,। না। আম্মা কছে তরা কইছে না, মি না দেছে। আমার তো ফুরায়া দিছি, যেরাদরা কইদিছি না, যেরা কইছে যোতো কইছে ফইক্কি ছায়",0.98,0.6091549295774648,0.88,0.47183098591549294,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0062.wav
"ও চুল ছিড়ালচে। চুল, চুল ছাড়, চুল ছাড়। নিবির দা রে কও বাইর কইরা দিতো। চুল ছাইড়া নাম নাইলে খারাপ আছে। এমনে দইরা কামড় দিয়াম। পুলাফাইন। হেই দওরে ক্যাল্লা এইডা?","চ্টা ফ্ে চু্টা চু্টাৎ নিিইৎ চু্টা নাঅ নাঅ ন নানা গাফেঙ আছেৎ অ, ফু্াফান ঋই দগ দেইৌৌা্াইজাৎ","চলটা ফলে চুলটা, চুলটান। নিিেবতই। চুলটা নাম নাম ন না না গাফেত আছে। ম, ফুলাফান। এই দগ দে ইক কালাইডা। মা",1.0,0.7018633540372671,0.9666666666666667,0.6149068322981367,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0063.wav
উডাইয়া দিতাম কান্দো? হ। দুই গাছো। উডাইয়া দিতাম? জ্যাডা নামায ফরতাইন না? অইয়ো গুছল লইয়া। গেছে একটা বাদে গেছলাম। বাদে ক্যারে? কাম আছে।,"র ঙুরা :িঙাঅ ঋৌৌনদ  ন তাই না? তয়া গঙ্ ্য়ায়াঅ ৌরৎ গ""যাযে  ঋৌটু বাঙে গ""াছ্ান? বাে গ়েৎ ৌা আছে",মারতর তুরা জিতাম এককানদ য় নস হাই না? হয়া গতল লয়ায়াম করতে। গ্যাযেন একটু বাততে গ্যাছলান? বাে গ়ে। কাম আছে,1.0,0.6397058823529411,0.9565217391304348,0.6102941176470589,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0064.wav
"ইশ! মাথা ব্যাতা? কাম আছিন। কামের লাইগ্যা আরকি। নাস্তা খাইছিলাইন? অইয়ো। দেহুইন,দেইক্কো ফক্কির ছাউ নিবোগা পাইরা। নেউগ্যা, নেউগ্যা। ফক্কিরারে তা নেইগ্যা পাইরা। আইন্নেরা ফালতো না কেউ? নাহ হ্যাঁ? নাহ। অহ।","ৌাঅ আছি ৌাঅাইরে গ""যাৎ  ?দন দেৌরুৌ ৌিছু নিবোব ফরাৎ ফগে ঙোগা আন""নার ফ ফা্ঙো না ৌুছ? নাৎ ত""যাূ? নাৎ",ন কাম আছি কামাইরে গ্যাছ। ন ছি? ।দ জনে দেকরুন সক কিছু নিবোবর ফরা। ফগে তো নাগা  আন্নারে ফ ফালতো না কুছ? না। হ্যাঁ? না।,0.9666666666666667,0.715,0.8666666666666667,0.59,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0065.wav
আফনের নাতিনরে নিয়া।,র নাঙিন দুনে? রৎ ফখেরাউটোৌ র থ দু:া?,র নাতিন দুনে? রদেন। ফখেসরাউটেলাক বারিা। অইলা ল ই দুইজা?,2.6666666666666665,1.5,3.3333333333333335,2.3,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0066.wav
"অমুক-তমুক গিয়া, গিয়া, গিয়া, গিয়া তুমি গিয়া, গিয়া, গিয়া, গিয়া কই আছলা হহুর বাইত? কত দিয়ামওলে এলে এলে তর দিতাম না। না। দিবি না।","আঅঙ থ ঙু ৌয় গেছঙা তরবাইৎ ৌ""ৌােঙ""রঙো আাইঙাঅ নাৎ","ত আমুত অম তুম কয় গেছতা হরবাই। ওক্কা,েকত্ররাতো তো আাইতাম না।",1.0,0.8134328358208955,0.9583333333333334,0.753731343283582,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0067.wav
"দিয়ামতো দুহান খুইল্লালক। ফরে দিতারতাম না? অহন। তুমার বউ? যাহ, মাংডা। অহন বইয়া বইয়া কারে দেকবাম? মোজো মামা দুইডা ছাউ ফাইছে ছুডু। কিয়ের? বাতালিক্কের। বাতালিহের ছাউ ফাইছো? হ। অহ আইচ্ছা।","দেন ঙো দুতান খুই্""্া্ুৎ বাৎ ু সঅাঅা দইজা ছাধ ফাইছ ছোজুৎ ৌে? আ় বাঙার ্িৌৌ""ছৎ বাঙার ্ইয়া ছা ফাইছছ? তৎ ধ আচ""ছাৎ","দেন তো দুহান, খুইল্লা লু।  অনহা বা। মু সমামা দুইডা ছাও ফাইছক ছোডু। কে? আইঁয় বাতার লিকক্ছ। বাতার লইয়া ছা ফাইছছ? হ। ও আচ্ছা।",1.0,0.6827956989247311,0.9666666666666667,0.5483870967741935,/home/farig/Documents/nazia/lstt/interspeech2025/test/test_kishoreganj_0068.wav
